transaction_id,date,customer_id,amount,status,store
TXN-00045,2023-06-22,1042.0,79.27,COMPLETADA,Tienda_Centro
TXN-00046,2023-07-30,1020.0,122.76,COMPLETADA,Tienda_Norte
TXN-00047,2023-10-05,1043.0,,FALLIDA,Tienda_Sur
TXN-00048,2023-10-01,1023.0,19.02,COMPLETADA,Tienda_Sur
TXN-00049,2023-01-09,1024.0,268.48,CANCELADA,TIENDA_SIN_ESPECIFICAR
TXN-00050,2023-09-30,1034.0,308.1,COMPLETADA,Tienda_Sur
TXN-00051,2023-12-31,1022.0,32.32,CANCELADA,Tienda_Norte
TXN-00052,2023-03-22,1003.0,358.86,COMPLETADA,TIENDA_SIN_ESPECIFICAR
TXN-00053,2023-07-08,1037.0,,CANCELADA,TIENDA_SIN_ESPECIFICAR
TXN-00054,2023-09-11,1032.0,252.71,PENDIENTE,Tienda_Sur
TXN-00055,2023-01-16,1004.0,471.89,DESCONOCIDO,Tienda_Norte
TXN-00056,2023-05-14,1001.0,163.73,CANCELADA,Tienda_Este
TXN-00057,2023-11-15,1002.0,376.99,CANCELADA,Tienda_Norte
TXN-00058,2023-06-07,1010.0,301.02,FALLIDA,Tienda_Este
TXN-00059,2023-08-03,1045.0,195.49,FALLIDA,Tienda_Norte
TXN-00060,2023-05-04,1038.0,155.27,COMPLETADA,Tienda_Este
TXN-00061,2023-12-20,1046.0,302.29,COMPLETADA,Tienda_Norte
TXN-00062,2023-01-05,1028.0,242.88,FALLIDA,TIENDA_SIN_ESPECIFICAR
TXN-00063,2023-08-23,1010.0,,DESCONOCIDO,Tienda_Norte
TXN-00064,2023-06-03,1018.0,222.7,CANCELADA,Tienda_Este
TXN-00065,2023-04-11,1024.0,47.07,PENDIENTE,Tienda_Este
TXN-00066,2023-12-10,DESCONOCIDO,,PENDIENTE,Tienda_Norte
TXN-00067,2023-10-25,1002.0,254.97,PENDIENTE,TIENDA_SIN_ESPECIFICAR
TXN-00068,2023-12-30,DESCONOCIDO,171.04,COMPLETADA,Tienda_Norte
TXN-00069,2023-12-27,1015.0,319.1,COMPLETADA,TIENDA_SIN_ESPECIFICAR
TXN-00070,2023-09-29,1024.0,323.04,PENDIENTE,Tienda_Sur
TXN-00071,2023-12-19,1005.0,332.06,DESCONOCIDO,Tienda_Sur
TXN-00072,2023-07-12,DESCONOCIDO,110.27,FALLIDA,Tienda_Sur
TXN-00073,2023-10-11,1041.0,281.36,CANCELADA,Tienda_Sur
TXN-00074,2023-01-14,1037.0,273.55,COMPLETADA,Tienda_Centro
TXN-00075,2024-01-01,1047.0,,DESCONOCIDO,Tienda_Sur
TXN-00076,2023-07-22,1043.0,379.21,FALLIDA,Tienda_Norte
TXN-00077,2023-01-02,1023.0,262.5,PENDIENTE,TIENDA_SIN_ESPECIFICAR
TXN-00077,2023-01-02,1023.0,262.5,PENDIENTE,TIENDA_SIN_ESPECIFICAR
TXN-00078,2023-02-23,1025.0,496.05,DESCONOCIDO,Tienda_Este
TXN-00079,2023-08-18,1006.0,,FALLIDA,Tienda_Sur
TXN-00080,2023-09-28,1028.0,412.85,COMPLETADA,Tienda_Sur
TXN-00081,2023-09-14,1005.0,421.71,DESCONOCIDO,Tienda_Norte
TXN-00082,2023-04-24,1009.0,99.33,PENDIENTE,Tienda_Este
TXN-00083,2023-05-07,1027.0,490.31,COMPLETADA,Tienda_Sur
TXN-00084,2023-08-08,1009.0,426.97,COMPLETADA,Tienda_Norte
TXN-00085,2023-06-07,1046.0,44.94,CANCELADA,TIENDA_SIN_ESPECIFICAR
TXN-00086,2023-03-02,1038.0,412.33,CANCELADA,Tienda_Norte
TXN-00087,2023-08-17,1014.0,58.3,PENDIENTE,TIENDA_SIN_ESPECIFICAR
TXN-00088,2023-05-06,1011.0,138.08,DESCONOCIDO,Tienda_Este
TXN-00089,2023-10-31,1010.0,423.17,DESCONOCIDO,Tienda_Norte
TXN-00090,2023-04-17,1009.0,343.3,DESCONOCIDO,Tienda_Sur
TXN-00091,2023-05-11,1003.0,332.75,FALLIDA,Tienda_Sur
TXN-00092,2023-04-15,1036.0,40.18,CANCELADA,Tienda_Norte
TXN-00093,2023-02-28,1004.0,495.53,DESCONOCIDO,Tienda_Sur
TXN-00094,2023-04-29,1014.0,409.76,FALLIDA,Tienda_Este
TXN-00095,2023-08-06,1032.0,146.47,PENDIENTE,Tienda_Este
TXN-00096,2023-08-20,1002.0,225.07,CANCELADA,TIENDA_SIN_ESPECIFICAR
TXN-00097,2023-04-19,1029.0,96.16,DESCONOCIDO,Tienda_Este
TXN-00098,2023-11-02,1018.0,238.43,PENDIENTE,Tienda_Centro
TXN-00099,2023-07-21,DESCONOCIDO,396.91,DESCONOCIDO,Tienda_Este
TXN-00100,2023-08-21,1004.0,133.53,COMPLETADA,Tienda_Sur
