fecha_hora,timestamp_unix,año,mes,dia,hora,minuto,dia_semana,semana_numero,es_fin_semana,estacion,sensor_id,sensor_ubicacion,tipo_sensor,estado_sensor,version_firmware,temperatura_c,temperatura_f,temperatura_anomalia,sensacion_termica,humedad,humedad_absoluta,punto_rocio,presion_atm,velocidad_viento,precipitacion,calidad_aire,ruido_db,luminosidad_lux,temperatura_promedio_hora,temperatura_max_dia,temperatura_min_dia,alerta_temperatura,diferencia_hora_anterior,tendencia_ultimas_3h,sensor_confianza,lectura_estable
2024-01-01 03:45:00,1704102300,2024,1,1,3,45,Monday,1,False,Invierno,Sensor_E,Interior,,Error,v1.2,4.4,39.9,Normal,Cálido,82,0.32,0.8,1017.6049062189069,14.286407543157626,0,118,49,70.64191416945522,,error,error,NORMAL,-2.1,,12,True
2024-01-01 04:00:00,1704103200,2024,1,1,4,0,Monday,1,False,,Sensor_D,,Termómetro,Calibrando,v2.0,11.9,53.4,Normal,Caluroso,78,0.5,7.5,1009.293768653015,19.442860162306403,0,470,109,53.41236295325044,8.4,,,NORMAL,-0.8,,42,1
2024-01-01 04:15:00,1704104100,2024,1,1,4,15,Monday,1,False,Invierno,Sensor_B,Norte,Estación Completa,Error,v2.0,9.9,49.8,Normal,Caluroso,77,0.43,5.3,981.1629972230006,17.498017186009196,0,486,32,62.13356565861579,,,,NORMAL,-1.0,Ascendente,24,False
2024-01-01 04:30:00,1704105000,2024,1,1,4,30,Monday,1,False,Verano,Sensor_C,Sur,,OK,v2.0,6.7,44.1,Normal,Caluroso,83,0.38,3.3,1017.6345437360627,42.514661954439816,0,219,38,50.59607896770779,,,,NORMAL,1.9,Variable,83,No
2024-01-01 04:45:00,1704105900,2024,1,1,4,45,Monday,1,False,Invierno,Sensor_B,Interior,Hidrómetro,,,11.1,52.0,Normal,Caluroso,90,0.55,9.1,1015.5484771438221,46.731093930700006,22.540100009688523,342,33,49.4306503615922,8.2,,,NORMAL,-1.9,Descendente,99,Sí
2024-01-01 05:00:00,1704106800,2024,1,1,5,0,Monday,1,False,,Sensor_A,Oeste,Termómetro,Mantenimiento,,8.9,48.0,Normal,Templado,89,0.47,6.7,985.5832010332803,15.31030150650442,0,381,75,70.2854942185769,6.6,,,NORMAL,-2.7,Descendente,50,1
2024-01-01 05:15:00,1704107700,2024,1,1,5,15,Monday,1,False,Verano,Sensor_B,,Estación Completa,,,13.1,55.6,Normal,Templado,74,0.51,7.9,998.1360553268262,2.2757850491609166,0,385,31,57.406421962633225,9.3,,,NORMAL,-1.2,Estable,95,False
2024-01-01 05:30:00,1704108600,2024,1,1,5,30,Monday,1,False,Invierno,Sensor_D,Sur,,,,-999.0,-1766.2,Extremo,,84,,-1002.2,1004.9704412846197,38.78467698491087,0,219,109,6.023030437254084,,,,ALERTA_HIELO,-0.3,Estable,86,Sí
2024-01-01 05:45:00,1704109500,2024,1,1,5,45,Monday,1,False,Primavera,Sensor_B,Oeste,Hidrómetro,Offline,v1.0,11.8,53.2,Normal,Frío,89,0.57,9.6,1022.179253485623,46.19555222412743,0,278,49,90.8411445212606,11.5,,,NORMAL,1.1,Descendente,98,
2024-01-01 06:00:00,1704110400,2024,1,1,6,0,Monday,1,False,Primavera,Sensor_D,Centro,IoT Device,Calibrando,,13.5,56.3,Normal,,80,0.56,9.5,985.4796131978591,28.759955460996522,0,390,90,51.89638409876039,9.9,,,NORMAL,0.5,Descendente,53,
2024-01-01 06:15:00,1704111300,2024,1,1,6,15,Monday,1,False,Primavera,Sensor_D,Exterior,IoT Device,Calibrando,v2.0,11.1,52.0,Normal,Cálido,63,0.38,3.7,-1025.6299863234594,4.402989638789428,5.796080071547893,422,114,86.93674843206523,10.4,,,NORMAL,2.3,,54,0
2024-01-01 06:30:00,1704112200,2024,1,1,6,30,Monday,1,False,Otoño,Sensor_E,Este,Estación Completa,Error,,8.8,47.8,Normal,cálculo_no_disponible,69,0.36,2.6,980.8204678679637,42.07028408085178,0,366,120,27.34248967132742,4.9,,,NORMAL,-2.6,Variable,4,1
2024-01-01 06:45:00,1704113100,2024,1,1,6,45,Monday,1,False,Primavera,Sensor_C,Interior,Estación Completa,Offline,v2.0,9.7,49.5,Normal,Caluroso,76,0.42,4.9,1009.0604831331033,18.8605027106943,0,119,82,4.364729909730192,6.2,,,NORMAL,-1.0,Variable,100,
2024-01-01 07:00:00,1704114000,2024,1,1,7,0,Monday,1,False,Primavera,Sensor_B,Exterior,Termómetro,Error,v1.0,9.8,49.6,Normal,Templado,72,0.4,4.2,1038.152217834453,32.49183262896363,42.617066828294654,320,92,87238.30173985363,11.4,error,error,NORMAL,1.6,Estable,7,stable
2024-01-01 07:15:00,1704114900,2024,1,1,7,15,Monday,1,False,Primavera,Sensor_A,,Hidrómetro,,v2.0,11.8,53.2,Normal,Cálido,73,0.46,6.4,1004.7231049385346,8.753467753145227,0,298,89,63790.46310035685,8.3,,,NORMAL,-2.1,Variable,97,
2024-01-01 07:30:00,1704115800,2024,1,1,7,30,Monday,1,False,Otoño,Sensor_E,Centro,IoT Device,ERROR_READING,v2.0,5.6,42.1,Normal,Caluroso,82,0.35,2.0,sin_datos,41.5018780746422,0,381,66,77574.09796033808,5.2,,,NORMAL,-0.8,Descendente,86,1
2024-01-01 07:45:00,1704116700,2024,1,1,7,45,Monday,1,False,Primavera,Sensor_A,Centro,IoT Device,OK,,10.6,51.1,Normal,Caluroso,76,0.45,5.8,1012.3644655390652,45.674348724084844,12.848504228163115,151,73,80423.25386045106,8.8,,,NORMAL,3.0,Ascendente,92,No
2024-01-01 08:00:00,1704117600,2024,1,1,8,0,Monday,1,False,Primavera,Sensor_D,Norte,Estación Completa,Offline,v1.0,17.0,62.6,Normal,Cálido,47,0.41,6.4,-994.0293141326949,44.21174226074261,0,325,119,30219.01745292502,13.4,,,NORMAL,-1.9,,81,
2024-01-01 08:15:00,1704118500,2024,1,1,8,15,Monday,1,False,Primavera,Sensor_A,Oeste,,Mantenimiento,beta,9.6,49.3,Normal,Caluroso,89,0.49,7.4,1033.1248270339747,30.782610702557818,0,227,76,9935.462460613031,10.2,,,NORMAL,-5.3,,46,
2024-01-01 08:30:00,1704119400,2024,1,1,8,30,Monday,1,False,Primavera,Sensor_B,Norte,Termómetro,Calibrando,v1.2,13.0,55.4,Normal,Templado,79,0.54,8.8,1032.1817256061727,-45.02655178158791,0,56,33,13180.32295618975,11.9,,,NORMAL,1.4,Ascendente,45,1
2024-01-01 08:45:00,1704120300,2024,1,1,8,45,Monday,1,False,Invierno,Sensor_E,Sur,Termómetro,Error,beta,50.76773795716427,123.4,Extremo,Frío,84,4.37,47.6,1019.5341844207576,1.5575319755171957,42.364927158362136,251,86,7349.071576645049,17.4,error,error,ALERTA_CALOR,-0.6,Descendente,17,stable
2024-01-01 09:00:00,1704121200,2024,1,1,9,0,Monday,1,False,,Sensor_E,Centro,IoT Device,Offline,,11.1,52.0,Normal,Frío,89,0.54,8.9,992.9013839796498,16.94658094175876,0,160,77,95359.25176191248,19.1,,,NORMAL,-2.3,,-10,No
2024-01-01 09:15:00,1704122100,2024,1,1,9,15,Monday,1,False,Verano,Sensor_E,Norte,,Offline,,11.0,51.8,Normal,Caluroso,89,0.54,8.8,1038.1039175186884,28.895925919492743,0,179,77,11488.531353030818,19.6,,,NORMAL,0.3,,99,True
2024-01-01 09:30:00,1704123000,2024,1,1,9,30,Monday,1,False,,Sensor_C,Norte,Hidrómetro,Calibrando,,14.6,58.3,Normal,Cálido,83,0.63,11.2,988.5124792490761,37.305588100285334,0,159,102,59622.377220509225,8.9,,,NORMAL,0.2,Ascendente,41,Sí
2024-01-01 09:45:00,1704123900,2024,1,1,9,45,Monday,1,False,Invierno,Sensor_D,,,Error,beta,35.982726679578064,96.8,Normal,,88,2.22,33.6,982.7250417562657,0.38435429499414364,0,148,30,49738.532861332686,19.4,,,ALERTA_CALOR,1.7,Ascendente,2,True
2024-01-01 10:00:00,1704124800,2024,1,1,10,0,Monday,1,False,Invierno,Sensor_A,,Termómetro,Calibrando,,16.1,61.0,Normal,Caluroso,63,0.52,8.7,1036.856858559605,18.09263456170629,5.2931566697792976,bueno,73,22157.205889425135,12.0,,,NORMAL,2.0,Estable,56,No
2024-01-01 10:15:00,1704125700,2024,1,1,10,15,Monday,1,False,Otoño,Sensor_B,Oeste,Termómetro,Mantenimiento,v2.0,17.2,63.0,Normal,Templado,86,0.76,14.4,1007.8371841107812,34.05667391574168,0,321,86,6828.625849575609,12.9,,,NORMAL,-0.5,Estable,49,True
2024-01-01 10:30:00,1704126600,2024,1,1,10,30,Monday,1,False,Primavera,Sensor_C,Centro,Termómetro,,v1.0,14.8,58.6,Normal,Caluroso,42,0.32,3.2,1034.54299739442,30.250291703503212,47.886117943329246,460,40,50454.90015009574,11.4,,,NORMAL,-2.4,Ascendente,94,1
2024-01-01 10:45:00,1704127500,2024,1,1,10,45,Monday,1,False,Otoño,Sensor_C,Centro,IoT Device,Error,v2.0,13.0,55.4,Normal,Cálido,83,0.57,9.6,997.0488184326869,45.31713485818386,0,158,119,66213.515692918,13.0,,,NORMAL,-0.2,,26,False
2024-01-01 11:00:00,1704128400,2024,1,1,11,0,Monday,1,False,Invierno,Sensor_E,Exterior,Termómetro,Calibrando,v2.0,12.0,53.6,Normal,Caluroso,81,0.52,8.2,1027.287210420284,36.93220015007338,0,78,118,77109.78137309884,21.2,,,NORMAL,8.6,Ascendente,53,0
2024-01-01 11:15:00,1704129300,2024,1,1,11,15,Monday,1,False,Invierno,Sensor_E,Centro,IoT Device,Mantenimiento,,13.2,55.8,Normal,Templado,94,0.65,12.0,1039.0663876118947,19.093621709535526,0,70,36,64117.90362044472,11.8,,,NORMAL,-0.9,,42,Sí
2024-01-01 11:30:00,1704130200,2024,1,1,11,30,Monday,1,False,Invierno,Sensor_E,Este,IoT Device,OK,v1.2,12.5,54.5,Normal,Frío,69,0.46,6.3,984.8963262326625,4.9541562196524005,0,146,90,69607.19885759836,12.2,,,NORMAL,1.0,Variable,80,True
2024-01-01 11:45:00,1704131100,2024,1,1,11,45,Monday,1,False,Otoño,Sensor_B,Este,,,,15.9,60.6,Normal,Frío,80,0.65,11.9,1017.3686341004582,24.99146111188048,0,149,108,35281.60396260338,14.0,,,NORMAL,1.1,,82,True
2024-01-01 12:00:00,1704132000,2024,1,1,12,0,Monday,1,False,Invierno,Sensor_D,Norte,IoT Device,Calibrando,v2.0,20.7,69.3,Normal,Frío,68,0.74,14.3,1024.1112190887386,27.300687260384578,8.754456352585422,245,47,6310.053703222462,21.2,,,NORMAL,2.7,,41,True
2024-01-01 12:15:00,1704132900,2024,1,1,12,15,Monday,1,False,Otoño,Sensor_C,Interior,,Error,v2.0,16.8,62.2,Normal,Frío,73,0.63,11.4,987.468500494663,37.16538527598106,0,254,96,26672.06958021826,14.8,error,error,NORMAL,-1.9,Ascendente,,Sí
01/01/2024 12:30:00,1704133800,2024,1,1,12,30,Monday,1,False,Otoño,Sensor_D,Interior,Hidrómetro,,beta,19.0,66.2,Normal,cálculo_no_disponible,71,0.7,13.2,1038.8016367516568,31.875626894164917,0,73,116,78131.19697434665,23.2,error,error,NORMAL,-1.4,Estable,100,stable
2024-01-01 12:45:00,1704134700,2024,1,1,12,45,Monday,1,False,,Sensor_A,Este,IoT Device,Calibrando,v2.0,,,,Cálido,72,,,986.806916755101,19.349369001963172,0,109,66,69398.06410407939,,,,SENSOR_ERROR,,,54,
2024-01-01 13:00:00,1704135600,2024,1,1,13,0,Monday,1,False,Primavera,Sensor_C,Exterior,Termómetro,Offline,,13.4°C,,,Templado,84,,,987.2817473047074,,28.613870355826304,282,41,6574.810526736607,,,,SENSOR_ERROR,,Variable,93,False
2024-01-01 13:15:00,1704136500,2024,1,1,13,15,Monday,1,False,Verano,Sensor_C,Sur,IoT Device,Error,,12.8,55.0,Normal,,94,0.64,11.6,1005.9570971889185,6.208056031950609,0,115,96,89492.59168211244,14.4,,,NORMAL,-0.0,,9,False
2024-01-01 13:30:00,1704137400,2024,1,1,13,30,Monday,1,False,,Sensor_B,Este,Hidrómetro,,,19.7,67.5,Normal,,94,0.96,18.5,1026.2613421276678,28.606860122303207,0,154,117,40609.25267445584,16.4,,,NORMAL,1.0,Estable,93,0
2024-01-01 13:45:00,1704138300,2024,1,1,13,45,Monday,1,False,Otoño,Sensor_E,Este,Estación Completa,,v2.0,12.4,54.3,Normal,Cálido,50,0.33,2.4,994.504271656188,7.0438817504091755,47.269244635160945,443,71,93375.15352494048,12.5,,,NORMAL,0.4,,89,False
2024-01-01 14:00:00,1704139200,2024,1,1,14,0,Monday,1,False,Invierno,Sensor_E,,Hidrómetro,Mantenimiento,,13.4,56.1,Normal,Caluroso,58,0.41,5.0,980.4906443568344,13.223644989545663,0,291,76,55322.29266211517,12.9,error,error,NORMAL,-2.2,,48,False
2024-01-01 14:15:00,1704140100,2024,1,1,14,15,Monday,1,False,Verano,Sensor_A,Interior,Estación Completa,Calibrando,,17.4,63.3,Normal,,,,,988.2221824140512,22.849427964143697,0,163,108,73931.93605736042,13.4,,,NORMAL,-1.9,,49,True
2024-01-01 14:30:00,1704141000,2024,1,1,14,30,Monday,1,False,Otoño,Sensor_C,Sur,IoT Device,Offline,v2.0,16.5,61.7,Normal,Frío,83,0.7,13.1,1014.7084599335348,24.0224391857207,36.05914176245622,348,103,94820.51707843013,14.8,,,NORMAL,-0.9,Estable,93,0
2024-01-01 14:45:00,1704141900,2024,1,1,14,45,Monday,1,False,Invierno,Sensor_E,,Termómetro,,v1.2,9.8,49.6,Normal,Caluroso,73,0.41,4.4,1034.7274496554405,38.59948920743704,0,98,65,55808.665080740415,12.0,,,NORMAL,1.7,Descendente,95,No
2024-01-01 15:00:00,1704142800,2024,1,1,15,0,Monday,1,False,,Sensor_C,Centro,Termómetro,ERROR_READING,,12.3,54.1,Normal,Caluroso,81,0.53,8.5,997.2578204968484,22.11880559324177,0,138,119,27162.14667057466,14.6,,,NORMAL,-4.5,,81,0
2024-01-01 15:15:00,1704143700,2024,1,1,15,15,Monday,1,False,Verano,Sensor_A,Sur,IoT Device,Calibrando,,,,,Templado,93,,,1032.7039772908538,48.195701944546784,0,118,34,91322.97256698525,,,,SENSOR_ERROR,,Ascendente,66,
2024-01-01 15:30:00,1704144600,2024,1,1,15,30,Monday,1,False,Verano,Sensor_C,Norte,Termómetro,Calibrando,,8.9,48.0,Normal,,85,0.45,5.9,988.0519967605441,40.44069391215099,0,7,67,56778.12224209393,12.6,,,NORMAL,1.8,Variable,,False
2024-01-01 15:45:00,1704145500,2024,1,1,15,45,Monday,1,False,Verano,Sensor_B,,Estación Completa,Mantenimiento,v1.0,19.1,66.4,Normal,Cálido,65,0.64,12.1,1019.2210020242119,5.911242390198629,0,327,67,36754.39031021702,18.0,,,NORMAL,-0.5,Ascendente,63,No
2024-01-01 16:00:00,1704146400,2024,1,1,16,0,Monday,1,False,Invierno,Sensor_E,,,,v1.2,10.7,51.3,Normal,,75,0.44,5.7,984.6861633288464,27.38246243554657,0,437,44,68029.52379390708,11.6,,,NORMAL,-4.3,Variable,94,stable
2024-01-01 16:15:00,1704147300,2024,1,1,16,15,Monday,1,False,Invierno,Sensor_E,Norte,,Error,,10.8,51.4,Normal,Caluroso,71,0.42,5.0,1005.4218430867176,3.0127815658535004,sin_medición,209,47,76582.76829237117,11.2,,,NORMAL,0.2,Variable,14,stable
2024-01-01 16:30:00,1704148200,2024,1,1,16,30,Monday,1,False,Invierno,Sensor_A,Este,Estación Completa,OK,v1.2,,,,Frío,92,,,1007.7802340716868,18.963823401689687,0,479,44,3221.7314909981033,,,,SENSOR_ERROR,,,80,False
2024-01-01 16:45:00,1704149100,2024,1,1,16,45,Monday,1,False,Primavera,Sensor_E,Norte,IoT Device,Offline,,10.3,50.5,Normal,Templado,88,0.51,7.9,1026.563817287882,11.708075857082845,0,448,114,52125.105426492344,10.4,,,NORMAL,-0.4,,85,stable
2024-01-01 17:00:00,1704150000,2024,1,1,17,0,Monday,1,False,,Sensor_D,Norte,Estación Completa,,,16.8,62.2,Normal,Caluroso,69,0.6,10.6,994.4580913406644,7.217587458258922,2.881196723277102,285,79,24285.851608958576,23.1,,,NORMAL,0.9,Estable,,0
2024-01-01 17:15:00,1704150900,2024,1,1,17,15,Monday,1,False,Primavera,Sensor_C,Interior,,Offline,v1.0,11.2,52.2,Normal,,70,0.43,5.2,1034.4219696520108,10.590388602450401,37.0737601508633,356,56,39663.205977623504,12.2,,,NORMAL,-0.7,Variable,91,No
2024-01-01 17:30:00,1704151800,2024,1,1,17,30,Monday,1,False,,Sensor_D,,Termómetro,,beta,15.8,60.4,Normal,Templado,61,0.5,8.0,988.7553627861529,28.957146301870022,0,291,93,55064.253251707516,18.1,,,NORMAL,1.5,Descendente,95,
2024-01-01 17:45:00,1704152700,2024,1,1,17,45,Monday,1,False,Invierno,Sensor_B,Exterior,Hidrómetro,Mantenimiento,,12.1,53.8,Normal,Frío,90,0.58,10.1,984.4598246865816,0.3191912220389448,0,4,88,37320.06926868119,16.7,,,NORMAL,-1.4,Variable,40,stable
2024-01-01 18:00:00,1704153600,2024,1,1,18,0,Monday,1,False,Primavera,Sensor_A,Centro,,Calibrando,v1.0,7.6,45.7,Normal,Caluroso,77,0.37,3.0,988.933849144415,40.76071953566413,0,235,119,22585.725262742217,12.7,,,NORMAL,-4.1,Estable,150,stable
2024-01-01 18:15:00,1704154500,2024,1,1,18,15,Monday,1,False,Invierno,Sensor_E,,Termómetro,,v1.0,7.8,46.0,Normal,Cálido,91,0.45,6.0,985.7217101282438,10.57085279422736,44.377715351724675,bueno,99,56350.98640479835,9.9,error,error,NORMAL,1.6,Ascendente,92,Sí
2024-01-01 18:30:00,1704155400,2024,1,1,18,30,Monday,1,False,Verano,Sensor_E,Oeste,,Error,,7.2,45.0,Normal,Templado,90,0.43,5.2,1000.7515698911383,3.8009123282852553,30.693261681071814,bueno,87,49060.34561107933,9.0,,,NORMAL,-3.0,Variable,21,Sí
2024-01-01 18:45,1704156300,2024,1,1,18,45,Monday,1,False,Verano,Sensor_A,Sur,Estación Completa,Mantenimiento,beta,9.3,48.7,Normal,Frío,86,0.47,6.5,1006.6841518997777,4.364861617755805,27.849251611061394,45,41,59692.455528709135,12.6,,,NORMAL,0.2,Variable,63,0
2024-01-01 19:00:00,1704157200,2024,1,1,19,0,Monday,1,False,,Sensor_E,Este,IoT Device,Mantenimiento,v1.2,6.5,43.7,Normal,Templado,85,0.38,3.5,984.6152816837094,31.251684388444733,0,3,72,84161.33867218508,8.0,,,NORMAL,0.8,Descendente,66,1
2024-01-01 19:15:00,1704158100,2024,1,1,19,15,Monday,1,False,Otoño,Sensor_C,Oeste,IoT Device,Calibrando,v1.2,12.8,55.0,Normal,Caluroso,83,0.56,9.4,999.5531742465744,18.250776869761875,0,,89,94297.49154177833,11.3,,,NORMAL,1.1,Estable,61,Sí
2024-01-01 19:30:00,1704159000,2024,1,1,19,30,Monday,1,False,Verano,Sensor_C,Este,IoT Device,Error,v1.0,4.1,39.4,Normal,,87,0.34,1.5,1012.6187122032486,44.77507576804495,0,127,75,16633.84932801115,9.2,,,NORMAL,1.4,,12,No
2024-01-01 19:45:00,1704159900,2024,1,1,19,45,Monday,1,False,Invierno,Sensor_A,Norte,Termómetro,Calibrando,v1.2,6.3,43.3,Normal,Caluroso,84,0.38,3.1,1020.7733292528644,49.88513627073267,0,481,74,31189.034389754146,10.2,,,NORMAL,0.6,,-10,False
2024-01-01 20:00:00,1704160800,2024,1,1,20,0,Monday,1,False,Primavera,Sensor_C,Sur,Hidrómetro,,v1.2,8.7,47.7,Normal,Cálido,61,0.32,0.9,991.0671065090836,1.459613717119529,9.866221789112316,360,65,75.23254953604916,9.2,,,NORMAL,-1.9,Estable,97,No
2024-01-01 20:15:00,1704161700,2024,1,1,20,15,Monday,1,False,Verano,Sensor_D,Sur,Estación Completa,,beta,7.7,45.9,Normal,,79,0.39,3.5,1007.4716351705921,40.030669159235366,0,122,53,37.33060709643106,14.8,,,NORMAL,-2.1,,85,1
2024-01-01 20:30:00,1704162600,2024,1,1,20,30,Monday,1,False,,Sensor_B,,Estación Completa,Mantenimiento,v1.2,11.2,52.2,Normal,Frío,79,0.48,7.0,1003.0366505520772,20.456717418393737,35.50711864228986,42,58,29.20899095587066,15.5,,,NORMAL,-3.7,,58,
2024-01-01 20:45:00,1704163500,2024,1,1,20,45,Monday,1,False,,Sensor_E,Sur,,OK,v2.0,6.1,43.0,Normal,Frío,71,0.31,0.3,993.1125161006044,32.68358511900361,0,178,41,43.906990338333294,6.9,,,NORMAL,0.2,,99,1
2024-01-01 21:00:00,1704164400,2024,1,1,21,0,Monday,1,False,,Sensor_B,Oeste,Hidrómetro,OK,,7.0,44.6,Normal,,86,0.4,4.2,1037.1438407263236,40.75904529363854,37.504706824455795,141,46,70.14265273964315,12.3,,,NORMAL,4.8,Ascendente,87,stable
2024-01-01 21:15:00,1704165300,2024,1,1,21,15,Monday,1,False,Invierno,Sensor_B,Centro,IoT Device,Error,beta,11.6,52.9,Normal,Cálido,93,0.58,10.2,1007.2817389444652,43.445388143560024,4.657082904477389,357,38,79.56779266478453,10.5,,,NORMAL,3.7,Variable,10,1
2024-01-01 21:30:00,1704166200,2024,1,1,21,30,Monday,1,False,,Sensor_D,Exterior,Termómetro,OK,v1.0,8.7,47.7,Normal,Frío,75,0.39,3.7,1037.4819061582384,6.595654369200677,0,184,77,66.45088114127536,12.2,,,NORMAL,2.8,Estable,89,0
2024-01-01 21:45:00,1704167100,2024,1,1,21,45,Monday,1,False,Invierno,Sensor_A,Sur,Termómetro,Mantenimiento,beta,8.8,47.8,Normal,Frío,91,0.48,7.0,1039.2892945678564,3.541415270025605,0,188,47,38.272104988590236,8.0,,,NORMAL,2.0,,40,1
2024-01-01 22:00:00,1704168000,2024,1,1,22,0,Monday,1,False,Invierno,Sensor_C,Oeste,Hidrómetro,Error,,2.6,36.7,Normal,Frío,90,0.31,0.6,1001.0921384229878,12.389318748178946,0,,68,20.544571815244193,7.0,,,NORMAL,-0.7,Ascendente,-10,
2024-01-01 22:15:00,1704168900,2024,1,1,22,15,Monday,1,False,Invierno,Sensor_A,Oeste,IoT Device,,,-999.0,-1766.2,Extremo,Cálido,92,,-1000.6,1014.1028233263777,38.136296894779285,0,7,35,92.2579288933194,,,,ALERTA_HIELO,-1.3,,93,False
2024-01-01 22:30:00,1704169800,2024,1,1,22,30,Monday,1,False,,Sensor_E,Este,Estación Completa,ERROR_READING,v2.0,-999.0,-1766.2,Extremo,Templado,91,,-1000.8,1020.8633410825527,36.49791887157707,0,59,107,5.502861968644002,,,,ALERTA_HIELO,-0.5,,84,1
